,Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Year,State,Region,Total_Passengers,Fatality_pct,Injured_pct,Airplane_Damage,Airplane_Damage_quant
72674,20120911X15339,Accident,WPR12CA415,2012-09-08,"Elko, NV",United States,404929N,1154730W,KEKO,Elko Regional,Non-Fatal,Substantial,Airplane,N1129T,Beech,V35B,No,1.0,Reciprocating,091,,Personal,Jerry Grout,0.0,0.0,0.0,4.0,VMC,,The pilot's failure to extend the landing gear during the aborted takeoff. Contributing to the accident was the pilot's failure to perform a thorough preflight inspection.,25-09-2020,2012,NV,SW,4.0,0.0,0.0,Substantial,2
72675,20120911X84218,Accident,ANC12LA103,2012-09-08,"Homer, AK",United States,593344N,1502112W,,,Non-Fatal,Substantial,Airplane,N3214D,Piper,PA-18-150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The total loss of engine power for reasons that could not be determined because the engine could not be examined because of the extent of time in salt water.,25-09-2020,2012,AK,NW,1.0,0.0,0.0,Substantial,2
72678,20120909X05222,Accident,CEN12FA617,2012-09-09,"Kansasville, WI",United States,424155N,0088813W,ENW,Kenosha Regional,Fatal,Substantial,Airplane,N3224G,Beech,A36,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,In-flight loss of control for reasons that could not be determined because postaccident examination of the pilot and testing of the airplane did not reveal any anomalies that would have led to the loss of control.,25-09-2020,2012,WI,NE,1.0,100.0,0.0,Substantial,2
72681,20120910X72418,Accident,WPR12LA411,2012-09-09,"Cambria, CA",United States,035448N,1212015W,CMA,CAMARILLO,Non-Fatal,Substantial,Airplane,N80SS,Cessna,A185F,No,1.0,Reciprocating,091,,Personal,AIRCAPITAL NEVADA INC,0.0,0.0,0.0,2.0,VMC,,A partial loss of engine power during cruise flight for reasons that could not be determined because the airplane sank in the ocean and was not recovered. ,,2012,CA,SW,2.0,0.0,0.0,Substantial,2
72683,20120910X80127,Accident,CEN12CA620,2012-09-09,"Phillipsburg, OH",United States,395447N,0084241W,K3I7,Phillipsburg Airport,Non-Fatal,Substantial,Airplane,N2484L,Cessna,172H,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilots improper flare, which resulted in a hard landing.",25-09-2020,2012,OH,NE,3.0,0.0,0.0,Substantial,2
72688,20120913X93851,Accident,ANC12CA104,2012-09-09,"Nikiski, AK",United States,605521N,0150441W,,,Non-Fatal,Substantial,Airplane,N9723K,Stinson,108-2,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilot's selection of an unsuitable landing surface, which resulted in a loss of control during the landing roll.",25-09-2020,2012,AK,NW,4.0,0.0,0.0,Substantial,2
72694,20120911X40823,Incident,ERA12IA559,2012-09-10,"Opa-Locka, FL",United States,255427N,0801641W,OPF,Opa-Locka Executive Airport,Non-Fatal,Minor,Airplane,N218LG,Cessna,402B,No,2.0,Reciprocating,091,,Personal,WAYMAN AVIATION SERVICES INC,0.0,0.0,0.0,3.0,VMC,,"The pilots turning the airplane too sharply while exiting the runway, which resulted in the failure of the right main landing gear bellcrank due to an overstress fracture.",25-09-2020,2012,FL,SE,3.0,0.0,0.0,Minor,1
72695,20120918X15706,Accident,CEN12CA641,2012-09-10,"Ft. Morgan, CO",United States,040202N,1034815W,KFMM,Ft Morgan Municipal,Non-Fatal,Substantial,Airplane,N4589M,Piper,PA-11,No,1.0,Reciprocating,091,,Personal,MORRIS JERRY W,0.0,0.0,0.0,2.0,VMC,,The pilot's loss of control during landing after encountering an unexpected wind gust.,25-09-2020,2012,CO,SW,2.0,0.0,0.0,Substantial,2
72702,20120920X20522,Accident,CEN12CA644,2012-09-11,"Kenedy, TX",United States,284929N,0975156W,2R9,Karnes County Airport,Non-Fatal,Substantial,Airplane,N5534G,Cessna,421C,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilots improper flare, which resulted in a hard landing and subsequent collapse of the landing gear.",25-09-2020,2012,TX,SW,4.0,0.0,0.0,Substantial,2
72703,20120912X92859,Accident,CEN12FA628,2012-09-12,"Bullard, TX",United States,032815N,0952558W,,,Fatal,Substantial,Airplane,N4842P,Piper,PA-23-250,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's maneuver, which exceeded the airplane's structural limit and resulted in an in-flight breakup.",25-09-2020,2012,TX,SW,1.0,100.0,0.0,Substantial,2
72710,20120917X45348,Accident,CEN12FA639,2012-09-13,"Teddys Peak, CO",United States,039338N,1051843W,,,Fatal,Substantial,Airplane,N58119,Mooney,M20J,No,1.0,Reciprocating,091,,Personal,OCCUHEALTH INC,2.0,0.0,0.0,0.0,VMC,,"The pilot's decision to continue flight into deteriorating weather conditions, including fog and mountain obscuration, and his failure to maintain clearance with known rising terrain along the route of flight, which resulted in controlled flight into terrain.",25-09-2020,2012,CO,SW,2.0,100.0,0.0,Substantial,2
72714,20120914X53348,Accident,ANC12CA105,2012-09-14,"Bethel, AK",United States,604722N,1612534W,PFKW,Kwethluk,Non-Fatal,Substantial,Airplane,N543AR,Cessna,170B,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during takeoff, which resulted in a ground loop.",25-09-2020,2012,AK,NW,2.0,0.0,0.0,Substantial,2
72715,20120914X82649,Accident,WPR12CA419,2012-09-14,"French Valley, CA",United States,333427N,0117742W,F70,French Valley,Non-Fatal,Substantial,Airplane,N7971W,Piper,PA-28-180,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,1.0,VMC,,The pilots loss of directional control during a go-around following a sudden change in wind direction.,25-09-2020,2012,CA,SW,2.0,0.0,50.0,Substantial,2
72719,20120915X10854,Accident,CEN12LA635,2012-09-15,"Mecosta, MI",United States,433745N,0851545W,27C,Mecosta Morton Airport,Non-Fatal,Substantial,Airplane,N58844,Cessna,182P,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,1.0,VMC,,"The pilot's improper landing flare, which resulted in a bounced landing and loss of airplane control.",25-09-2020,2012,MI,NE,2.0,0.0,50.0,Substantial,2
72721,20120915X35028,Accident,CEN12FA633,2012-09-15,"Willard, MO",United States,372031N,0093281W,SGF,Springfield-Branson National,Fatal,Substantial,Airplane,N436KS,Cirrus Design Corp,SR22,No,1.0,Reciprocating,091,,Personal,JL2 LLC,5.0,0.0,0.0,0.0,IMC,,The pilot's loss of airplane control as a result of spatial disorientation experienced in night instrument meteorological conditions.,25-09-2020,2012,MO,NE,5.0,100.0,0.0,Substantial,2
72723,20120918X43738,Accident,ANC12CA108,2012-09-15,"Atqasuk, AK",United States,068542N,0156432W,,,Non-Fatal,Substantial,Airplane,N84549,Cessna,172K,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control while performing a high-speed taxi in windy conditions.,25-09-2020,2012,AK,NW,1.0,0.0,0.0,Substantial,2
72724,20120919X65321,Accident,WPR12CA424,2012-09-15,"Andrews, OR",United States,422916N,1183631W,OG53,Wildhorse Valley Airport,Non-Fatal,Substantial,Airplane,N1164Q,Cessna,A185F,No,1.0,Reciprocating,091,,Personal,OLSON PHILIP R TRUSTEE,0.0,0.0,0.0,4.0,VMC,,The pilot's failure to maintain directional control during a crosswind landing.,25-09-2020,2012,OR,NW,4.0,0.0,0.0,Substantial,2
72729,20120919X85026,Accident,WPR12CA425,2012-09-16,"Eloy, AZ",United States,324824N,1113512W,E60,Eloy Municipal Airport,Non-Fatal,Substantial,Airplane,N8293E,Cessna,172N,No,1.0,Reciprocating,091,,Personal,LUNA THOMAS R,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper flare, and his inadequate recovery from a bounced landing.",25-09-2020,2012,AZ,SW,1.0,0.0,0.0,Substantial,2
72732,20120917X63831,Accident,ERA12FA566,2012-09-17,"Crane Hill, AL",United States,335835N,0008772W,,,Fatal,Substantial,Airplane,N1085A,Mooney,M20M,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,IMC,,The pilots loss of control in moderate-to-heavy rain. Contributing to the accident was the pilots reliance on ADS-B for tactical weather avoidance.,,2012,AL,SE,2.0,100.0,0.0,Substantial,2
72737,20120920X50915,Accident,WPR12LA430,2012-09-17,"Snohomish, WA",United States,475417N,0012269W,S43,Harvey Field Airport,Non-Fatal,Substantial,Airplane,N8130F,Cessna,150F,No,1.0,Reciprocating,091,,Personal,STEVENSON LARRY A,0.0,1.0,0.0,0.0,VMC,,"The failure of the right wheel brake hydraulic line during the landing roll, which rendered the brake system inoperative.",25-09-2020,2012,WA,NW,1.0,0.0,100.0,Substantial,2
72738,20120920X51830,Accident,WPR12CA429,2012-09-17,"Emmett, ID",United States,044223N,1162252W,S78,Emmett Municipal Airport,Non-Fatal,Substantial,Airplane,N5196H,Piper,PA-14,No,1.0,Reciprocating,091,,Personal,TAYLOR DONALD L,0.0,1.0,0.0,2.0,VMC,,The pilots failure to maintain clearance from terrain.,25-09-2020,2012,ID,NW,3.0,0.0,33.33333333333333,Substantial,2
72744,20120920X21242,Accident,WPR12CA427,2012-09-19,"Lincoln, CA",United States,385433N,0121215W,KLHM,Lincoln Regional Airport,Non-Fatal,Substantial,Airplane,N4777V,Boeing,A75N1(PT17),No,1.0,Reciprocating,091,,Personal,JUDD DONALD C,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.",25-09-2020,2012,CA,SW,2.0,0.0,0.0,Substantial,2
72749,20120920X31223,Accident,CEN12LA645,2012-09-20,"Branson, MO",United States,363731N,0931330W,PLK,M. Graham Clark Downtown Arpt.,Non-Fatal,Substantial,Airplane,N34722,Cessna,177B,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain airplane control during an attempted go-around in dark night conditions.,25-09-2020,2012,MO,NE,1.0,0.0,100.0,Substantial,2
72751,20120921X52540,Accident,CEN12LA652,2012-09-20,"Gulf of Mexico, GM",United States,,,,,Non-Fatal,Substantial,Airplane,N265Q,Beech,95-C55,No,2.0,Reciprocating,091,,Personal,GOVERNMENT AUCTIONS ONLINE LLC,0.0,2.0,0.0,0.0,VMC,,"An in-flight fire, which resulted in the airplanes forced landing in water. The source of the fire could not be determined because the airplane wreckage was not recovered.",25-09-2020,2012,GM,SE,2.0,0.0,100.0,Substantial,2
72756,20120921X05846,Accident,ANC12CA110,2012-09-21,"Port Alsworth, AK",United States,060819N,0154228W,,,Non-Fatal,Substantial,Airplane,N3802Z,Piper,PA-18-150,No,1.0,Reciprocating,091,,Personal,ALSWORTH ANTHONY R,0.0,0.0,0.0,2.0,VMC,,"The pilot's loss of directional control during takeoff in gusting wind conditions from an off-airport site, which resulted in a collision with terrain and a nose over.",25-09-2020,2012,AK,NW,2.0,0.0,0.0,Substantial,2
72760,20120922X25057,Accident,ERA12CA573,2012-09-21,"Berlin, NJ",United States,394625N,0745631W,19N,Camden County Airport,Non-Fatal,Substantial,Airplane,N7290W,Piper,PA-28-180,No,1.0,Reciprocating,091,,Personal,SALISBURY AIRPLANE ASSOCIATES INC,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain directional control during landing.,25-09-2020,2012,NJ,NE,1.0,0.0,0.0,Substantial,2
72761,20120922X32829,Accident,ERA12LA574,2012-09-21,"Corinth, MS",United States,345432N,0088367W,,,Non-Fatal,Substantial,Airplane,N8465J,Cessna,150G,No,1.0,Reciprocating,091,,Personal,Ronald Noland,0.0,2.0,0.0,0.0,VMC,,"The improper torque application on the crankshaft gear bolt by maintenance personnel during an engine overhaul, which resulted in the fatigue failure of the locking tab washer and gear alignment dowel and subsequent engine stoppage. Contributing to the accident was the operators exceedence of the engine overhaul calendar year limits recommended by the engine manufacturer.",25-09-2020,2012,MS,SE,2.0,0.0,100.0,Substantial,2
72765,20120922X41332,Accident,ERA12FA572,2012-09-22,"Land O'Lakes, FL",United States,281513N,0823120W,,,Fatal,Substantial,Airplane,N21750,Cessna,172S,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilots decision to continue the cross-country flight while fatigued, which resulted in him falling asleep during the initial descent for landing.",25-09-2020,2012,FL,SE,1.0,100.0,0.0,Substantial,2
72768,20121001X50911,Accident,ERA12CA585,2012-09-22,"Maryville, TN",United States,353028N,0008448W,,Private Airstrip,Non-Fatal,Substantial,Airplane,N56796,Piper,PA-28-140,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to plan and execute a takeoff that assured obstacle clearance at the departure end of the runway, which resulted in a collision with trees.",25-09-2020,2012,TN,SE,2.0,0.0,0.0,Substantial,2
72769,20120923X21645,Accident,ERA12LA575,2012-09-23,"Fort Thomas, KY",United States,382137N,0921234W,LUK,Cincinnati Muni-Lunken Field,Non-Fatal,Substantial,Airplane,N735FJ,Cessna,182Q,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,"The pilots failure to periodically add engine power during an extended descent in carburetor icing conditions, which resulted in insufficient carburetor heat, the gradual build-up of carburetor ice, and the subsequent loss of engine power. ",25-09-2020,2012,KY,NE,2.0,0.0,100.0,Substantial,2
72771,20120925X95448,Accident,ERA12LA578,2012-09-23,", AO",United States,037386N,0725140W,,,Fatal,Substantial,Airplane,N8059X,Cessna,172B,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,The pilots suicidal act.,25-09-2020,2012,AO,SE,1.0,100.0,0.0,Substantial,2
72772,20120928X83928,Accident,ANC12CA112,2012-09-23,"Fairbanks, AK",United States,641132N,1475526W,AK7,Gold King,Non-Fatal,Substantial,Airplane,N4483M,Piper,PA-12,No,1.0,Reciprocating,091,,Personal,LORRING DAVID W,0.0,0.0,0.0,1.0,VMC,,"The pilots improper fuel management, which resulted in a loss of engine power due to fuel starvation.",25-09-2020,2012,AK,NW,1.0,0.0,0.0,Substantial,2
72779,20120926X10723,Accident,CEN12CA658,2012-09-25,"Spearfish, SD",United States,442913N,0104132W,,,Non-Fatal,Substantial,Airplane,N6979E,Cessna,175A,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's delayed decision to abandon the landing attempt, which resulted in the airplane colliding with rising terrain.",25-09-2020,2012,SD,NW,2.0,0.0,0.0,Substantial,2
72781,20120926X74624,Accident,WPR12CA438,2012-09-25,"St Johns, AZ",United States,034521N,0109310W,PVT,Private,Non-Fatal,Substantial,Airplane,N5892E,Cessna,150,No,1.0,Reciprocating,091,,Personal,Ronald Yearman,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during landing in gusty crosswind conditions.,25-09-2020,2012,AZ,SW,1.0,0.0,0.0,Substantial,2
72783,20121022X10456,Accident,ERA12WA590,2012-09-25,"Ilheus, Brazil",Brazil,144854S,0003920W,SBIL,Ilheus Jorge Amado,Fatal,Substantial,Airplane,PT-RDG,Piper,PA34,No,2.0,Reciprocating,NUSN,,Personal,Bruno de Sa Martins de Araujo,1.0,0.0,0.0,0.0,,,,03-11-2020,2012,,,1.0,100.0,0.0,Substantial,2
72786,20121023X13343,Accident,CEN12LA675,2012-09-26,"Greeley, CO",United States,402614N,1043759W,GXY,Greeley-Weld County Airport,Non-Fatal,Substantial,Airplane,N7133N,Beech,E33,No,1.0,Reciprocating,091,,Personal,ALL SEASONS WINDOW CLEANING INC,0.0,0.0,0.0,1.0,VMC,,The loss of engine power for reasons that could not be determined during postaccident examinations and testing.,25-09-2020,2012,CO,SW,1.0,0.0,0.0,Substantial,2
72792,20120928X85822,Accident,ANC12LA113,2012-09-28,"Fairbanks, AK",United States,644830N,0147554W,AK28,Chena Marina Airport,Non-Fatal,Substantial,Airplane,N36LE,Aviat Aircraft Inc,A-1,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilots excessive application of brakes during landing, which resulted in a noseover.",25-09-2020,2012,AK,NW,1.0,0.0,100.0,Substantial,2
72794,20121010X71213,Accident,WPR12LA443,2012-09-28,"Torrance, CA",United States,334812N,1182022W,TOA,Zamperini Field,Non-Fatal,Substantial,Airplane,N6278V,Beech,V35A,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during taxi, which resulted in a collision with a parked vehicle.",25-09-2020,2012,CA,SW,1.0,0.0,0.0,Substantial,2
72795,20120929X81653,Accident,ERA12FA583,2012-09-29,"Fredericksburg, VA",United States,381616N,0772635W,EZF,Fredricksburg,Fatal,Substantial,Airplane,N66246,Cessna,150M,No,1.0,Reciprocating,091,,Personal,HOCKADAY DONALD R,2.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain airplane control during initial climb. Contributing to the accident was the pilot's impairment due to alcohol.,25-09-2020,2012,VA,NE,2.0,100.0,0.0,Substantial,2
72798,20121001X14651,Accident,WPR12CA440,2012-09-29,"Huntington, UT",United States,392140N,0110551W,69V,Huntington Municipal,Non-Fatal,Substantial,Airplane,N3115D,Cessna,180,No,1.0,,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilot's inadvertent encounter with a gust front during the takeoff roll, which resulted in loss of control of the airplane.",25-09-2020,2012,UT,SW,4.0,0.0,0.0,Substantial,2
72801,20121015X63653,Accident,ERA12LA589,2012-09-29,"Selma, AL",United States,032170N,0086570W,SEM,Craig Field,Non-Fatal,Substantial,Airplane,N1537T,Cessna,421B,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilots improper fuel management, which resulted in a total loss of engine power on the right engine and a partial loss of engine power on the left engine due to fuel starvation.",25-09-2020,2012,AL,SE,4.0,0.0,0.0,Substantial,2
72805,20121002X13956,Accident,CEN12CA665,2012-09-30,"Tiskilwa, IL",United States,412256N,0894517W,PVT,Private,Non-Fatal,Substantial,Airplane,N82GS,Cessna,182,No,1.0,Reciprocating,091,,Personal,Peak Aviation LLC,0.0,4.0,0.0,0.0,VMC,,The pilots loss of control while preforming a short field takeoff.,25-09-2020,2012,IL,NE,4.0,0.0,100.0,Substantial,2
72813,20121003X54254,Accident,ERA13LA005,2012-10-02,"Burlington, VT",United States,442818N,0073911W,BTV,Burlington,Non-Fatal,Substantial,Airplane,N8025M,Cessna,310I,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The collapse of the left main landing gear due to a failure of the left main gear bellcrank pin for reasons that could not be determined because the pieces of the fractured bellcrank pin were not located.,25-09-2020,2012,VT,NE,2.0,0.0,0.0,Substantial,2
72816,20121003X15535,Accident,WPR13FA001,2012-10-03,"Beatty, NV",United States,365124N,0116477W,BTY,Beatty Airport,Non-Fatal,Substantial,Airplane,N7895W,Piper,PA-28-180,No,1.0,Reciprocating,091,,Personal,HARRIS BERNARD J JR,0.0,0.0,1.0,0.0,VMC,,"The pilots inadequate flight planning, subsequent loss of situational awareness, and failure to maintain clearance from the power lines during a dark night approach to a closed, unlit runway.",25-09-2020,2012,NV,SW,1.0,0.0,100.0,Substantial,2
72829,20121006X15548,Accident,CEN13CA005,2012-10-05,"Colorado Springs, CO",United States,385644N,1043411W,FLY,Meadow Lake Airport,Non-Fatal,Substantial,Airplane,N6661P,Piper,PA-24-250,No,1.0,Reciprocating,091,,Personal,SIX ONE PAPA LLC,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain airspeed during the landing with known structural icing, which resulted in the airplanes stall. Contributing to the accident was the pilots failure to divert to an area where conditions were not conducive to icing.",25-09-2020,2012,CO,SW,1.0,0.0,0.0,Substantial,2
